194.901165194754,444.842659484847,-158.999985102101
194.96124869516,449.900992604889,-156.999985173471
194.599626226895,454.962049434193,-154.999985244633
194.238003758631,460.023106263497,-152.999985315796
193.449237018172,464.243554093908,-150.999985386774
193.082176246383,468.461278215056,-148.999985457959
192.318144033429,472.258396562495,-144.999985600452
189.023876008449,476.071857165507,-140.999985741703
186.964553058453,479.457143415548,-138.999985812082
182.388590055241,484.967103691552,-136.999985881163
177.801750444982,488.790398551245,-134.99998595029
173.173861396648,490.507024769441,-134.999985947968
167.302869818045,491.386826278374,-132.999986016551
163.091248434859,492.257396079153,-132.999986014459
157.609632005864,491.733619377309,-133.000046352677
153.048648360039,491.73785402902,-132.550970606595
151.215008421323,491.737907979221,-126.255238635564
148.225327514141,491.737907975034,-122.441288191866
122.307313870143,491.737908630505,-148.419736390745
143.985289290704,494.394164836219,-138.747519340708
139.353808605785,494.394164835633,-141.710402462026
134.300653416189,494.394164835035,-144.674284901832
145.623415243699,494.394164839527,-118.080287741081
142.237132739867,494.394164840306,-112.606199712782
135.48736686509,494.394164840332,-111.357092829462
129.996676904462,494.39416484079,-107.574796032433
130.092829769241,494.394164834327,-148.479566024078
125.461349084323,494.39416483374,-151.442449145396
122.094214250748,497.050412794214,-156.117943348938
118.307073841831,497.050412793582,-159.500526492988
114.518942166266,497.050412793018,-162.461410977331
125.351318486482,494.394164841136,-104.633897917843
121.552282877798,494.394164841305,-102.956097145402
120.568715851408,494.394086415402,-114.496785346955
116.300982711546,494.394085896018,-113.024281882678
111.269393584072,494.394086229826,-113.970889397235
106.185045256386,494.394086000652,-113.321254751975
100.679199534735,494.394085775839,-112.68399397627
97.6759585767678,494.394085243375,-111.174368903332
148.831242240479,494.394189251758,-134.840844925683
131.293938168687,494.394243949936,-115.246435635544
126.434932959821,493.48933893696,-115.000053230864
129.294220626069,489.53493161876,-115.000054354248
125.722394127971,485.758422003592,-115.000055426897
121.208655216588,481.937507354926,-115.00005651213
117.47455598984,477.672264802235,-115.000057723604
113.44763526441,475.317548966137,-115.000058392362
110.062107119584,469.97114541534,-115.000071184866
106.450499870452,467.112831819542,-112.999999906093
129.207190103077,484.84151701881,-112.999999906132
118.254024518297,491.737908626806,-144.787110196312
114.96282828774,491.737908624636,-142.902245209008
131.368357641729,477.198157695567,-112.999942666549
131.03496826615,480.500967020326,-112.999902863424
118.001003259482,492.651818957714,-101.000038534774
109.238158195695,492.57203885097,-142.530424685954
97.5436397435653,497.050472560782,-170.332919205891
95.9570453954614,494.82047420972,-111.297313803613
110.039701658166,497.050408797844,-166.934588272491
105.990023247434,497.050443565575,-168.052212648451
101.537847275151,499.706655071254,-169.703234023763
128.8645,493.9415,-115.123
130.07925,494.16775,-115.1845
127.64975,493.71525,-115.0615
129.2505,487.1885,-114
129.27225,488.36175,-114.5
130.121,482.6715,-113
130.294,491.9645,-115.123
129.22875,486.01525,-113.5
129.664,483.7565,-113
